OBJECTID,SubmitterOrganization,SubmitterPerson,Collector,InstitutionCode,CollectionCode,BasisOfRecord,CatalogNumber,Source,Genus,SubGenus,Species,ScientificName,IdentifiedBy,IdentificationMethod,VerbatimCollectingDate,TimeCollected,DecimalLatitude,EarliestDateCollected,LatestDateCollected,DecimalLongitude,CoordinateUncertaintyInMeters,Country,StateProvince,County,Locality,VerbatimCoordinates,VerbatimLatitude,VerbatimLongitude,IndividualCount,Sex,LifeStage,Remarks,CollectingMethod,LarvalHabitatType,AssociatedParasite,NumberParasitePositive,IdentificationMethodForParasite,NumberSpecimensParasiteTested,ParasiteTestedBy,EarliestYearCollected,EarliestMonthCollected,x,y
1561800,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, ASh, IS",USAMRD-G,21ORP08-0715.03,Human observation,2122; N2/Ento 2; 21-08,GEIS ProMIS ID P0008_21_GA,Aedes,Aedimoprhus,vexans,Aedes (Adm.) vexans,GK,Morphology,7/15/2021 to 7/28/2021, ,41.649266,7/28/2021 12:00:00 AM,7/15/2021 12:00:00 AM,43.11158,31,Georgia,Samtskhe-Javakheti,Akhaltsikhe,Minadze; Orpholo Training Area,"41.64926574, 43.11158027",41.64926574,43.11158027,5,Female,Adult,BG Pro; Trap Number 8; Dry Ice; BG Lure; Windy,"Adult, with attraction traps", ,0,0, , , ,2021,7,43.1115800000001,41.6492660000001
1561801,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, ASh, IS",USAMRD-G,21ORP08-0715.04,Human observation,2122; N2/Ento 2; 21-09,GEIS ProMIS ID P0008_21_GA,Anopheles,Anopheles,maculipennis,Anopheles (Ano.) maculipennis,GK,Morphology,7/15/2021 to 7/28/2021, ,41.649266,7/28/2021 12:00:00 AM,7/15/2021 12:00:00 AM,43.11158,31,Georgia,Samtskhe-Javakheti,Akhaltsikhe,Minadze; Orpholo Training Area,"41.64926574, 43.11158027",41.64926574,43.11158027,4,Female,Adult,BG Pro; Trap Number 8; Dry Ice; BG Lure; Windy,"Adult, with attraction traps", ,0,0, , , ,2021,7,43.1115800000001,41.6492660000001
1561802,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, ASh, IS",USAMRD-G,21ORP08-0715.05,Human observation,2122; N2/Ento 2; 21-09,GEIS ProMIS ID P0008_21_GA,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,Morphology,7/15/2021 to 7/28/2021, ,41.649266,7/28/2021 12:00:00 AM,7/15/2021 12:00:00 AM,43.11158,31,Georgia,Samtskhe-Javakheti,Akhaltsikhe,Minadze; Orpholo Training Area,"41.64926574, 43.11158027",41.64926574,43.11158027,12,Female,Adult,BG Pro; Trap Number 8; Dry Ice; BG Lure; Windy,"Adult, with attraction traps", ,0,0, , , ,2021,7,43.1115800000001,41.6492660000001
1561803,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, ASh, IS",USAMRD-G,21ORP08-0715.06,Human observation,2122; N2/Ento 2; 21-09,GEIS ProMIS ID P0008_21_GA,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,Morphology,7/15/2021 to 7/28/2021, ,41.649266,7/28/2021 12:00:00 AM,7/15/2021 12:00:00 AM,43.11158,31,Georgia,Samtskhe-Javakheti,Akhaltsikhe,Minadze; Orpholo Training Area,"41.64926574, 43.11158027",41.64926574,43.11158027,2,Female,Adult,BG Pro; Trap Number 8; Dry Ice; BG Lure; Windy,"Adult, with attraction traps", ,0,0, , , ,2021,7,43.1115800000001,41.6492660000001
1561804,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, ASh, IS",USAMRD-G,21ORP08-0715.07,Human observation,2122; N2/Ento 2; 21-09,GEIS ProMIS ID P0008_21_GA,Culex,Culex,theileri,Culex (Cux.) theileri,GK,Morphology,7/15/2021 to 7/28/2021, ,41.649266,7/28/2021 12:00:00 AM,7/15/2021 12:00:00 AM,43.11158,31,Georgia,Samtskhe-Javakheti,Akhaltsikhe,Minadze; Orpholo Training Area,"41.64926574, 43.11158027",41.64926574,43.11158027,11,Female,Adult,BG Pro; Trap Number 8; Dry Ice; BG Lure; Windy,"Adult, with attraction traps", ,0,0, , , ,2021,7,43.1115800000001,41.6492660000001
1561805,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, ASh, IS",USAMRD-G,21ORP08-0715.08,Human observation,2122; N2/Ento 2; 21-09,GEIS ProMIS ID P0008_21_GA,Aedes,Aedimoprhus,vexans,Aedes (Adm.) vexans,GK,Morphology,7/15/2021 to 7/28/2021, ,41.649266,7/28/2021 12:00:00 AM,7/15/2021 12:00:00 AM,43.11158,31,Georgia,Samtskhe-Javakheti,Akhaltsikhe,Minadze; Orpholo Training Area,"41.64926574, 43.11158027",41.64926574,43.11158027,2,Male,Adult,BG Pro; Trap Number 8; Dry Ice; BG Lure; Windy,"Adult, with attraction traps", ,0,0, , , ,2021,7,43.1115800000001,41.6492660000001
1561806,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, ASh, IS",USAMRD-G,21ORP08-0715.09,Human observation,2122; N2/Ento 2; 21-09,GEIS ProMIS ID P0008_21_GA,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,Morphology,7/15/2021 to 7/28/2021, ,41.649266,7/28/2021 12:00:00 AM,7/15/2021 12:00:00 AM,43.11158,31,Georgia,Samtskhe-Javakheti,Akhaltsikhe,Minadze; Orpholo Training Area,"41.64926574, 43.11158027",41.64926574,43.11158027,26,Male,Adult,BG Pro; Trap Number 8; Dry Ice; BG Lure; Windy,"Adult, with attraction traps", ,0,0, , , ,2021,7,43.1115800000001,41.6492660000001
1561807,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, ASh, IS",USAMRD-G,21ORP08-0715.10,Human observation,2122; N2/Ento 2; 21-09,GEIS ProMIS ID P0008_21_GA,Culex,Culex,theileri,Culex (Cux.) theileri,GK,Morphology,7/15/2021 to 7/28/2021, ,41.649266,7/28/2021 12:00:00 AM,7/15/2021 12:00:00 AM,43.11158,31,Georgia,Samtskhe-Javakheti,Akhaltsikhe,Minadze; Orpholo Training Area,"41.64926574, 43.11158027",41.64926574,43.11158027,4,Male,Adult,BG Pro; Trap Number 8; Dry Ice; BG Lure; Windy,"Adult, with attraction traps", ,0,0, , , ,2021,7,43.1115800000001,41.6492660000001
1561808,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, ASh, IS",USAMRD-G,21ORP08-0715.11,Human observation,2122; N2/Ento 2; 21-09,GEIS ProMIS ID P0008_21_GA,Culiseta,Allotheobaldia,longiareolata,Culiseta (All.) longiareolata,GK,Morphology,7/15/2021 to 7/28/2021, ,41.649266,7/28/2021 12:00:00 AM,7/15/2021 12:00:00 AM,43.11158,31,Georgia,Samtskhe-Javakheti,Akhaltsikhe,Minadze; Orpholo Training Area,"41.64926574, 43.11158027",41.64926574,43.11158027,1,Male,Adult,BG Pro; Trap Number 8; Dry Ice; BG Lure; Windy,"Adult, with attraction traps", ,0,0, , , ,2021,7,43.1115800000001,41.6492660000001
1561866,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV01-0922.01,Human observation,21-09; G6,GEIS ProMIS ID P0008_21_GA,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,11,Female,Adult,BG Sentinel 2; Trap Number 1; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561867,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV01-0922.02,Human observation,21-09; G7,GEIS ProMIS ID P0008_21_GA,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,2,Female,Adult,BG Sentinel 2; Trap Number 1; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561868,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV01-0922.03,Human observation,21-09; G8,GEIS ProMIS ID P0008_21_GA,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,Gk,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,7,Male,Adult,BG Sentinel 2; Trap Number 1; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561869,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV02-0922.01,Human observation,21-09; G9,GEIS ProMIS ID P0008_21_GA,Aedes,Stegomyia,aegypti,Aedes (Stg.) aegpyti,Gk,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,1,Female,Adult,BG Pro; Trap Number 2; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561870,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV02-0922.02,Human observation,21-09; H1,GEIS ProMIS ID P0008_21_GA,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,Gk,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,6,Female,Adult,BG Pro; Trap Number 2; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561871,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV02-0922.03,Human observation,21-09; H2,GEIS ProMIS ID P0008_21_GA,Culex,Culex,pipiens,Culex (Cux.) pipiens,Gk,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,1,Female,Adult,BG Pro; Trap Number 2; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561872,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV02-0922.04,Human observation,21-09; H3,GEIS ProMIS ID P0008_21_GA,Culex,Culex,pipiens,Culex (Cux.) pipiens,Gk,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,1,Female,Adult,BG Pro; Trap Number 2; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561873,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV02-0922.05,Human observation,21-09; H4,GEIS ProMIS ID P0008_21_GA,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,Gk,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,2,Male,Adult,BG Pro; Trap Number 2; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561874,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV02-0922.06,Human observation,21-09; H5,GEIS ProMIS ID P0008_21_GA,Culex,Culex,pipiens,Culex (Cux.) pipiens,Gk,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,3,Male,Adult,BG Pro; Trap Number 2; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561875,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV03-0922.01,Human observation,21-09; H6,GEIS ProMIS ID P0008_21_GA,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,5,Female,Adult,Multifunctiol Mosquito Trap (MMT); Trap Number 3; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561876,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV03-0922.02,Human observation,21-09; H7,GEIS ProMIS ID P0008_21_GA,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,1,Male,Adult,Multifunctiol Mosquito Trap (MMT); Trap Number 3; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561877,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV05-0922.01,Human observation,21-09; H8,GEIS ProMIS ID P0008_21_GA,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,9,Female,Adult,BG Sentinel 2; Trap Number 5; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561878,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV05-0922.02,Human observation,21-09; H9,GEIS ProMIS ID P0008_21_GA,Anopheles,Anopheles,plumbeus,Anopheles (Ano.) plumbeus,GK,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,1,Female,Adult,BG Sentinel 2; Trap Number 5; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561879,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV05-0922.03,Human observation,21-09; I1,GEIS ProMIS ID P0008_21_GA,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,1,Male,Adult,BG Sentinel 2; Trap Number 5; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561880,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV06-0922.01,Human observation,21-09; I2,GEIS ProMIS ID P0008_21_GA,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,10,Female,Adult,CDC Light Trap; Trap Number 6; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561881,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV06-0922.02,Human observation,21-09; I3,GEIS ProMIS ID P0008_21_GA,Anopheles,Anopheles,plumbeus,Anopheles (Ano.) plumbeus,GK,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,1,Female,Adult,CDC Light Trap; Trap Number 6; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561882,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV06-0922.03,Human observation,21-09; I4,GEIS ProMIS ID P0008_21_GA,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,1,Female,Adult,CDC Light Trap; Trap Number 6; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561883,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV06-0922.04,Human observation,21-09; I5,GEIS ProMIS ID P0008_21_GA,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,1,Male,Adult,CDC Light Trap; Trap Number 6; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561884,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV07-0922.01,Human observation,21-09; I6,GEIS ProMIS ID P0008_21_GA,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,16,Male,Adult,Multifunctiol Mosquito Trap (MMT); Trap Number 7; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561885,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV09-0922.01,Human observation,21-09; I7,GEIS ProMIS ID P0008_21_GA,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,4,Female,Adult,BG Sentinel 2; Trap Number 9; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561886,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV09-0922.02,Human observation,21-09; I8,GEIS ProMIS ID P0008_21_GA,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,1,Female,Adult,BG Sentinel 2; Trap Number 9; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561887,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV09-0922.03,Human observation,21-09; I9,GEIS ProMIS ID P0008_21_GA,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,1,Male,Adult,BG Sentinel 2; Trap Number 9; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561888,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV10-0922.01,Human observation,21-10; A1,GEIS ProMIS ID P0008_21_GA,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,49,Female,Adult,BG Sentinel 2; Trap Number 10; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561889,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV10-0922.02,Human observation,21-10; A2,GEIS ProMIS ID P0008_21_GA,Anopheles,Anopheles,plumbeus,Anopheles (Ano.) plumbeus,GK,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,1,Female,Adult,BG Sentinel 2; Trap Number 10; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561890,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV10-0922.03,Human observation,21-10; A3,GEIS ProMIS ID P0008_21_GA,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,2,Female,Adult,BG Sentinel 2; Trap Number 10; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561891,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV10-0922.04,Human observation,21-10; A4,GEIS ProMIS ID P0008_21_GA,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,Morphology,9/21/2021 to 9/22/2021, ,41.91667,9/21/2021 12:00:00 AM,9/22/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,12,Male,Adult,BG Sentinel 2; Trap Number 10; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561892,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV01-0923.01,Human observation,21-10; A5,GEIS ProMIS ID P0008_21_GA,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,Morphology,9/22/2021 to 9/23/2021, ,41.91667,9/22/2021 12:00:00 AM,9/23/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,6,Female,Adult,BG Sentinel 2; Trap Number 1; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561893,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV01-0923.02,Human observation,21-10; A6,GEIS ProMIS ID P0008_21_GA,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,Morphology,9/22/2021 to 9/23/2021, ,41.91667,9/22/2021 12:00:00 AM,9/23/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,2,Female,Adult,BG Sentinel 2; Trap Number 1; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561894,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV01-0923.03,Human observation,21-10; A7,GEIS ProMIS ID P0008_21_GA,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,Morphology,9/22/2021 to 9/23/2021, ,41.91667,9/22/2021 12:00:00 AM,9/23/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,3,Male,Adult,BG Sentinel 2; Trap Number 1; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561895,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV02-0923.01,Human observation,21-10; A8,GEIS ProMIS ID P0008_21_GA,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,Morphology,9/22/2021 to 9/23/2021, ,41.91667,9/22/2021 12:00:00 AM,9/23/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,3,Female,Adult,BG Pro; Trap Number 2; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561896,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV02-0923.02,Human observation,21-10; A9,GEIS ProMIS ID P0008_21_GA,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,Morphology,9/22/2021 to 9/23/2021, ,41.91667,9/22/2021 12:00:00 AM,9/23/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,1,Female,Adult,BG Pro; Trap Number 2; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561897,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV02-0923.03,Human observation,21-10; B1,GEIS ProMIS ID P0008_21_GA,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,Morphology,9/22/2021 to 9/23/2021, ,41.91667,9/22/2021 12:00:00 AM,9/23/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,2,Male,Adult,BG Pro; Trap Number 2; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
1561898,USAMRD-G,MAJ Drew Reinbold-Wasson,"GK, AS, IS",USAMRD-G,21TLV02-0923.04,Human observation,21-10; B2,GEIS ProMIS ID P0008_21_GA,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,Morphology,9/22/2021 to 9/23/2021, ,41.91667,9/22/2021 12:00:00 AM,9/23/2021 12:00:00 AM,45.48333,5250,Georgia,Kakheti,Telavi,Telavi; Telavi 20th Cadre Brigade, ,0,0,1,Male,Adult,BG Pro; Trap Number 2; Dry Ice,"Adult, with attraction traps", ,0,0, , , ,2021,9,45.4833300000001,41.9166700000001
